KRAS	103508.7719/1Mbp
POLR3GL	1522.07/1Mbp
GSTM5	1522.07/1Mbp
MAP7D3	1520.3345/1Mbp
HAL	1519.7568/1Mbp
RPGRIP1L	1519.7568/1Mbp
TIPARP	1519.7568/1Mbp
ZNF630	1519.7568/1Mbp
GCNT3	1518.6029/1Mbp
SLC10A5	1518.6029/1Mbp
POU2F3	1518.6029/1Mbp
TMEM184C	1518.6029/1Mbp
ATXN2L	1517.9114/1Mbp
CPT2	1517.4507/1Mbp
EML5	1516.6835/1Mbp
TMEM125	1515.1515/1Mbp
OSBPL5	1515.1515/1Mbp
NEDD4	1515.1515/1Mbp
TMEM179B	1515.1515/1Mbp
PTGFRN	1515.1515/1Mbp
CLEC4E	1515.1515/1Mbp
SPOCK1	1515.1515/1Mbp
CASZ1	1515.1515/1Mbp
RAB3B	1515.1515/1Mbp
SLC5A4	1515.1515/1Mbp
CHMP5	1515.1515/1Mbp
CDO1	1515.1515/1Mbp
PCTP	1515.1515/1Mbp
LILRA3	1515.1515/1Mbp
LHFPL5	1515.1515/1Mbp
TMED10	1515.1515/1Mbp
AMPD2	1515.1515/1Mbp
C21orf62	1515.1515/1Mbp
TPPP	1515.1515/1Mbp
CD53	1515.1515/1Mbp
ABCD3	1515.1515/1Mbp
TTC21A	1514.0045/1Mbp
FMNL1	1513.7754/1Mbp
LRRC66	1513.4317/1Mbp
PEX5	1512.8593/1Mbp
TTBK1	1512.8593/1Mbp
REPS2	1512.8593/1Mbp
ACOX1	1512.8593/1Mbp
HELQ	1512.4017/1Mbp
SMC5	1512.4017/1Mbp
WIPF2	1511.7158/1Mbp
GABRP	1511.7158/1Mbp
TTC5	1511.7158/1Mbp
CCDC121	1511.7158/1Mbp
PPP6R1	1511.7158/1Mbp
ABCA10	1511.2263/1Mbp
F13B	1510.574/1Mbp
JPH1	1510.574/1Mbp
ARHGEF12	1510.2481/1Mbp
CDH1	1510.0038/1Mbp
ADAMTS10	1509.6618/1Mbp
KIF1C	1509.6618/1Mbp
ATG10	1508.2956/1Mbp
GGT7	1508.2956/1Mbp
WFDC1	1508.2956/1Mbp
ZBTB26	1508.2956/1Mbp
LHFPL1	1508.2956/1Mbp
TAGLN2	1508.2956/1Mbp
KDELR3	1508.2956/1Mbp
HDC	1508.2956/1Mbp
GRAMD1C	1508.2956/1Mbp
CD28	1508.2956/1Mbp
HELLS	1506.5913/1Mbp
ZMYM4	1506.3482/1Mbp
ARHGAP18	1506.0241/1Mbp
PADI1	1506.0241/1Mbp
PDGFRB	1505.5706/1Mbp
ABCC9	1505.3763/1Mbp
SORL1	1504.8909/1Mbp
CRBN	1504.8909/1Mbp
ZNF773	1504.8909/1Mbp
EXOSC10	1504.8909/1Mbp
SP100	1504.8909/1Mbp
C5orf22	1504.8909/1Mbp
PSMD6	1504.8909/1Mbp
SDC3	1504.8909/1Mbp
ZNF17	1503.7594/1Mbp
CHFR	1503.7594/1Mbp
PDE4A	1503.1943/1Mbp
PASK	1502.6296/1Mbp
RAB41	1501.5015/1Mbp
NDFIP1	1501.5015/1Mbp
ZNF302	1501.5015/1Mbp
KHDRBS1	1501.5015/1Mbp
EMID1	1501.5015/1Mbp
DUSP16	1501.5015/1Mbp
IQCG	1501.5015/1Mbp
FAM60A	1501.5015/1Mbp
BAX	1501.5015/1Mbp
PAN3	1501.5015/1Mbp
DPH1	1501.5015/1Mbp
C11orf74	1501.5015/1Mbp
ERICH1	1501.5015/1Mbp
SRSF9	1501.5015/1Mbp
COX10	1501.5015/1Mbp
ALKBH7	1501.5015/1Mbp
TMEM5	1501.5015/1Mbp
GXYLT2	1501.5015/1Mbp
TTC30B	1501.5015/1Mbp
CABIN1	1500.8255/1Mbp
IL16	1500.3751/1Mbp
CACNA1C	1500.15/1Mbp
ACSBG2	1499.2504/1Mbp
IFI44	1498.1273/1Mbp
TUBB8	1498.1273/1Mbp
SERPINA10	1498.1273/1Mbp
ACO1	1498.1273/1Mbp
MID1	1497.006/1Mbp
CCDC158	1496.1101/1Mbp
FBXO38	1496.1101/1Mbp
HOXC5	1494.7683/1Mbp
EIF3E	1494.7683/1Mbp
VWC2L	1494.7683/1Mbp
CD6	1494.7683/1Mbp
GSTA1	1494.7683/1Mbp
CHMP2A	1494.7683/1Mbp
FAM188A	1494.7683/1Mbp
ELP2	1494.7683/1Mbp
GSTA5	1494.7683/1Mbp
SETX	1493.652/1Mbp
MAP3K12	1493.0944/1Mbp
SPATA13	1492.5373/1Mbp
LZTS2	1492.5373/1Mbp
DYM	1492.5373/1Mbp
MMP15	1492.5373/1Mbp
LAMB1	1492.2589/1Mbp
ZNF70	1491.4243/1Mbp
SOX3	1491.4243/1Mbp
WIPI1	1491.4243/1Mbp
TRIM43	1491.4243/1Mbp
GRWD1	1491.4243/1Mbp
ODF2	1491.4243/1Mbp
SAMD7	1491.4243/1Mbp
MVP	1491.4243/1Mbp
SPECC1L	1490.7573/1Mbp
PKD1L2	1490.7169/1Mbp
LYST	1490.4436/1Mbp
ACIN1	1490.313/1Mbp
DSCAM	1490.313/1Mbp
PRAM1	1490.313/1Mbp
NBPF15	1490.313/1Mbp
AXL	1489.7579/1Mbp
DSG2	1489.4251/1Mbp
PNPLA7	1489.2033/1Mbp
CMTM5	1488.0952/1Mbp
SRP72	1488.0952/1Mbp
SIGMAR1	1488.0952/1Mbp
HTR3C	1488.0952/1Mbp
DAG1	1488.0952/1Mbp
APCS	1488.0952/1Mbp
CTLA4	1488.0952/1Mbp
AMBN	1488.0952/1Mbp
TTC23	1488.0952/1Mbp
GJB7	1488.0952/1Mbp
BTG4	1488.0952/1Mbp
UCHL1	1488.0952/1Mbp
C8orf86	1488.0952/1Mbp
ELSPBP1	1488.0952/1Mbp
PSMD9	1488.0952/1Mbp
FBXO5	1488.0952/1Mbp
BNIP2	1488.0952/1Mbp
DNAJB9	1488.0952/1Mbp
STYX	1488.0952/1Mbp
DIDO1	1487.4312/1Mbp
PLXNC1	1487.1468/1Mbp
EPS15	1486.4363/1Mbp
LPIN2	1486.4363/1Mbp
CAPN10	1485.8841/1Mbp
AACS	1485.8841/1Mbp
STRBP	1485.8841/1Mbp
NUAK2	1485.8841/1Mbp
SLC5A2	1485.8841/1Mbp
GPCPD1	1485.8841/1Mbp
NFX1	1485.4427/1Mbp
MAP2K5	1484.781/1Mbp
TBX19	1484.781/1Mbp
SPERT	1484.781/1Mbp
PSEN2	1484.781/1Mbp
AZIN1	1484.781/1Mbp
DIP2A	1484.3087/1Mbp
NOTCH2	1483.2794/1Mbp
KIF18A	1483.1294/1Mbp
TAOK3	1483.1294/1Mbp
ILF3	1483.1294/1Mbp
USP36	1482.7995/1Mbp
SPC25	1481.4815/1Mbp
CHMP4B	1481.4815/1Mbp
VTI1A	1481.4815/1Mbp
IQCD	1481.4815/1Mbp
C11orf24	1481.4815/1Mbp
RS1	1481.4815/1Mbp
TMEM147	1481.4815/1Mbp
DMWD	1481.4815/1Mbp
PCOLCE	1481.4815/1Mbp
APOBEC2	1481.4815/1Mbp
FKBP3	1481.4815/1Mbp
CLASRP	1481.4815/1Mbp
CHIC1	1481.4815/1Mbp
ZNF534	1481.4815/1Mbp
XKRX	1481.4815/1Mbp
PPP1R15A	1481.4815/1Mbp
CLDN19	1481.4815/1Mbp
NUP98	1480.6589/1Mbp
LAMC3	1480.5415/1Mbp
ITPR2	1480.3849/1Mbp
NEB	1479.5779/1Mbp
BMX	1479.2899/1Mbp
MPP5	1479.2899/1Mbp
SLC5A11	1479.2899/1Mbp
DNMBP	1478.665/1Mbp
FAM189A2	1478.1966/1Mbp
BECN1	1478.1966/1Mbp
CDCA7	1478.1966/1Mbp
TFAP2C	1478.1966/1Mbp
TUBA3D	1478.1966/1Mbp
TAF1A	1478.1966/1Mbp
CSK	1478.1966/1Mbp
TRIM33	1477.5414/1Mbp
SIPA1L1	1477.3777/1Mbp
EXTL1	1477.1049/1Mbp
PRKCD	1477.1049/1Mbp
AGBL2	1476.5596/1Mbp
KDM5B	1475.8592/1Mbp
PSPH	1474.9263/1Mbp
DPYSL2	1474.9263/1Mbp
ZZZ3	1474.9263/1Mbp
KLRB1	1474.9263/1Mbp
ARHGDIG	1474.9263/1Mbp
INSIG2	1474.9263/1Mbp
RAB21	1474.9263/1Mbp
BCAS2	1474.9263/1Mbp
SNRPB2	1474.9263/1Mbp
GGTLC1	1474.9263/1Mbp
WDHD1	1474.9263/1Mbp
TUBB1	1474.9263/1Mbp
PRG3	1474.9263/1Mbp
GRPEL2	1474.9263/1Mbp
SLC37A4	1474.9263/1Mbp
RAB32	1474.9263/1Mbp
LIPH	1474.9263/1Mbp
IFRD1	1474.9263/1Mbp
ABCC8	1473.9945/1Mbp
EPHA6	1473.6222/1Mbp
TCHHL1	1473.2965/1Mbp
TLR3	1473.2965/1Mbp
MYH14	1472.7541/1Mbp
RAVER2	1472.7541/1Mbp
CEP170	1472.1346/1Mbp
EIF2B3	1471.6703/1Mbp
ETNK1	1471.6703/1Mbp
OGFRL1	1471.6703/1Mbp
RCC1	1471.6703/1Mbp
GLRA2	1471.6703/1Mbp
SCPEP1	1471.6703/1Mbp
SEL1L3	1471.0209/1Mbp
DAB2IP	1471.0209/1Mbp
SLC20A1	1470.5882/1Mbp
COPB2	1470.0478/1Mbp
LPA	1469.8677/1Mbp
POLD1	1469.7237/1Mbp
POLR3B	1469.7237/1Mbp
TNIK	1469.5077/1Mbp
RALGAPA1	1469.0171/1Mbp
ATP6V1E1	1468.4288/1Mbp
ARL6IP6	1468.4288/1Mbp
TUBD1	1468.4288/1Mbp
UQCRC2	1468.4288/1Mbp
ALDH3A1	1468.4288/1Mbp
SNAP91	1468.4288/1Mbp
CABP2	1468.4288/1Mbp
GPR39	1468.4288/1Mbp
PSMD10	1468.4288/1Mbp
MYL10	1468.4288/1Mbp
PRRG4	1468.4288/1Mbp
SPCS2	1468.4288/1Mbp
CLRN3	1468.4288/1Mbp
HIST1H1B	1468.4288/1Mbp
SERINC1	1468.4288/1Mbp
PROP1	1468.4288/1Mbp
DNAJC30	1468.4288/1Mbp
ENPP4	1468.4288/1Mbp
TRRAP	1468.0484/1Mbp
GEN1	1466.8133/1Mbp
CWC22	1466.8133/1Mbp
ABCA4	1465.8458/1Mbp
WIPI2	1465.2015/1Mbp
FBXW2	1465.2015/1Mbp
C1orf27	1465.2015/1Mbp
TMPRSS3	1465.2015/1Mbp
HTR3D	1465.2015/1Mbp
SH2D4A	1465.2015/1Mbp
GDF9	1465.2015/1Mbp
TMX3	1465.2015/1Mbp
HACE1	1465.2015/1Mbp
MSH3	1464.5577/1Mbp
AP4E1	1464.5577/1Mbp
TBR1	1464.1288/1Mbp
WHSC1	1464.1288/1Mbp
GFPT2	1464.1288/1Mbp
MARCH6	1463.5931/1Mbp
TIE1	1463.2719/1Mbp
CLEC18B	1461.9883/1Mbp
SMPDL3B	1461.9883/1Mbp
TCEAL2	1461.9883/1Mbp
THOC5	1461.9883/1Mbp
GDF6	1461.9883/1Mbp
NAT8B	1461.9883/1Mbp
NUDT16	1461.9883/1Mbp
SNX10	1461.9883/1Mbp
NUDT21	1461.9883/1Mbp
TMED4	1461.9883/1Mbp
IDI2	1461.9883/1Mbp
SLC4A1	1461.9883/1Mbp
OTOA	1461.9883/1Mbp
AK3	1461.9883/1Mbp
FAM124B	1461.9883/1Mbp
OVCA2	1461.9883/1Mbp
NFXL1	1461.9883/1Mbp
LYSMD1	1461.9883/1Mbp
CSNK1G3	1461.9883/1Mbp
CCDC14	1460.387/1Mbp
ARHGEF5	1460.1585/1Mbp
DPYSL3	1459.854/1Mbp
TXLNB	1459.854/1Mbp
DHX29	1459.854/1Mbp
KIF13B	1459.5877/1Mbp
TTC17	1459.4279/1Mbp
PDE3A	1459.4279/1Mbp
GABRA1	1458.7892/1Mbp
DDOST	1458.7892/1Mbp
PSMD12	1458.7892/1Mbp
COL19A1	1458.1511/1Mbp
SPTY2D1	1457.7259/1Mbp
ECT2	1457.1949/1Mbp
CLCA1	1457.1949/1Mbp
LARP1B	1457.1949/1Mbp
TRAK2	1457.1949/1Mbp
CACYBP	1455.6041/1Mbp
CYB5D1	1455.6041/1Mbp
PRSS45	1455.6041/1Mbp
CHKA	1455.6041/1Mbp
NFS1	1455.6041/1Mbp
OBP2A	1455.6041/1Mbp
TMPRSS5	1455.6041/1Mbp
BAG4	1455.6041/1Mbp
THAP2	1455.6041/1Mbp
CD9	1455.6041/1Mbp
GLRA1	1455.6041/1Mbp
EPB41L4A	1455.6041/1Mbp
GDNF	1455.6041/1Mbp
CLDN15	1455.6041/1Mbp
SLC22A23	1455.6041/1Mbp
SCN4B	1455.6041/1Mbp
CAMSAP1	1455.6041/1Mbp
TTLL3	1455.6041/1Mbp
NT5M	1455.6041/1Mbp
MAP3K5	1454.5455/1Mbp
NEFM	1454.0167/1Mbp
USP32	1453.7902/1Mbp
FERMT2	1453.4884/1Mbp
SLX4	1453.2243/1Mbp
TMEM135	1452.4328/1Mbp
PPHLN1	1452.4328/1Mbp
GALK2	1452.4328/1Mbp
CD4	1452.4328/1Mbp
RHBG	1452.4328/1Mbp
FAM155A	1452.4328/1Mbp
CWC15	1451.3788/1Mbp
C1S	1451.3788/1Mbp
LIG1	1449.2754/1Mbp
DDR1	1449.2754/1Mbp
C9orf135	1449.2754/1Mbp
ACSS1	1449.2754/1Mbp
TMEM182	1449.2754/1Mbp
WDR41	1449.2754/1Mbp
PTCD3	1449.2754/1Mbp
TMED5	1449.2754/1Mbp
UBB	1449.2754/1Mbp
CA9	1449.2754/1Mbp
TPD52L2	1449.2754/1Mbp
TM4SF20	1449.2754/1Mbp
IL7R	1449.2754/1Mbp
EBI3	1449.2754/1Mbp
LAMC1	1449.2754/1Mbp
CCAR1	1448.0162/1Mbp
AR	1447.7018/1Mbp
ARHGEF4	1447.178/1Mbp
SLC27A5	1447.178/1Mbp
XPO4	1446.7593/1Mbp
MOCS3	1446.1316/1Mbp
IRAK4	1446.1316/1Mbp
CASK	1446.1316/1Mbp
ZNF25	1446.1316/1Mbp
ATAD5	1445.3478/1Mbp
RHOT1	1445.0867/1Mbp
SLC28A3	1445.0867/1Mbp
TBC1D15	1445.0867/1Mbp
GTF3C2	1444.5648/1Mbp
ITGAM	1444.2519/1Mbp
USO1	1443.5222/1Mbp
FKTN	1443.0014/1Mbp
UCHL3	1443.0014/1Mbp
SCNM1	1443.0014/1Mbp
PORCN	1443.0014/1Mbp
LEKR1	1443.0014/1Mbp
HOXA7	1443.0014/1Mbp
RNH1	1443.0014/1Mbp
RNF216	1443.0014/1Mbp
NUCB1	1443.0014/1Mbp
RNF141	1443.0014/1Mbp
HSPA12A	1443.0014/1Mbp
ROPN1L	1443.0014/1Mbp
RAX2	1443.0014/1Mbp
HK3	1443.0014/1Mbp
THTPA	1443.0014/1Mbp
AKAP8	1443.0014/1Mbp
KCNIP4	1443.0014/1Mbp
ODC1	1443.0014/1Mbp
SIL1	1443.0014/1Mbp
TBC1D8	1441.7532/1Mbp
KIAA0556	1441.2189/1Mbp
ZNF441	1440.9222/1Mbp
RNF145	1440.9222/1Mbp
TBC1D14	1440.9222/1Mbp
NCAPG2	1440.5071/1Mbp
NUP133	1440.5071/1Mbp
NFIL3	1439.8848/1Mbp
GOPC	1439.8848/1Mbp
CYP20A1	1439.8848/1Mbp
ENPP1	1439.8848/1Mbp
INTS12	1439.8848/1Mbp
ZNF365	1439.8848/1Mbp
NFATC2	1439.8848/1Mbp
RGAG1	1439.8848/1Mbp
NUDT12	1439.8848/1Mbp
GAS2L3	1438.8489/1Mbp
KIAA0408	1438.8489/1Mbp
SPAG1	1438.3315/1Mbp
NRIP1	1438.0213/1Mbp
IRGC	1436.7816/1Mbp
AKAP6	1436.7816/1Mbp
ARHGEF1	1436.7816/1Mbp
WDR47	1436.7816/1Mbp
RAD51AP2	1436.7816/1Mbp
MICALCL	1436.7816/1Mbp
SLC8A3	1436.7816/1Mbp
FBXO11	1436.7816/1Mbp
WFDC3	1436.7816/1Mbp
RPAIN	1436.7816/1Mbp
GLP1R	1436.7816/1Mbp
PRRG3	1436.7816/1Mbp
PNMA3	1436.7816/1Mbp
DCAKD	1436.7816/1Mbp
FER1L6	1435.235/1Mbp
FAM129A	1435.235/1Mbp
NRG3	1434.7202/1Mbp
SBNO1	1434.7202/1Mbp
RHOBTB1	1434.7202/1Mbp
RAB3GAP2	1434.7202/1Mbp
NDUFV1	1433.6918/1Mbp
STK38L	1433.6918/1Mbp
PCDHGB3	1433.6918/1Mbp
GABPB2	1433.6918/1Mbp
ZNF669	1433.6918/1Mbp
SERPINA4	1433.6918/1Mbp
ARHGAP8	1433.6918/1Mbp
ISM1	1433.6918/1Mbp
KDM2A	1433.0754/1Mbp
FAM129C	1432.6648/1Mbp
GGNBP2	1432.6648/1Mbp
GPATCH1	1430.6152/1Mbp
SIGLEC11	1430.6152/1Mbp
CHCHD3	1430.6152/1Mbp
VTI1B	1430.6152/1Mbp
CLRN2	1430.6152/1Mbp
C9orf106	1430.6152/1Mbp
RND1	1430.6152/1Mbp
ANKRD46	1430.6152/1Mbp
ATP8A1	1430.6152/1Mbp
MKNK2	1430.6152/1Mbp
SMAD1	1430.6152/1Mbp
CPEB3	1430.6152/1Mbp
PCDHGB2	1430.6152/1Mbp
KCTD11	1430.6152/1Mbp
ANO6	1430.6152/1Mbp
IZUMO4	1430.6152/1Mbp
LEPR	1429.3882/1Mbp
GFPT1	1428.5714/1Mbp
ECM2	1428.5714/1Mbp
NLRC5	1428.3164/1Mbp
F7	1427.5517/1Mbp
EED	1427.5517/1Mbp
POLD3	1427.5517/1Mbp
FAM134C	1427.5517/1Mbp
PGR	1427.5517/1Mbp
VIM	1427.5517/1Mbp
MPP1	1427.5517/1Mbp
SOX10	1427.5517/1Mbp
PRPF8	1426.9406/1Mbp
PCDHGC3	1426.025/1Mbp
NIPBL	1426.025/1Mbp
KIAA2026	1425.8555/1Mbp
GABRR3	1424.5014/1Mbp
KRT36	1424.5014/1Mbp
MAP3K8	1424.5014/1Mbp
ALDH3B1	1424.5014/1Mbp
BCL2L1	1424.5014/1Mbp
LAPTM4A	1424.5014/1Mbp
SMAD9	1424.5014/1Mbp
SYTL2	1424.5014/1Mbp
IRF6	1424.5014/1Mbp
ERAS	1424.5014/1Mbp
TINAGL1	1424.5014/1Mbp
MMP8	1424.5014/1Mbp
TMEM150B	1424.5014/1Mbp
SIGLEC7	1424.5014/1Mbp
PNLIPRP3	1424.5014/1Mbp
FBXL17	1424.5014/1Mbp
PPP2R5E	1424.5014/1Mbp
BSX	1424.5014/1Mbp
ITGAL	1423.2849/1Mbp
AFTPH	1422.9811/1Mbp
IQCE	1422.4751/1Mbp
GTF3C1	1421.8009/1Mbp
ZNF766	1421.4641/1Mbp
IL6R	1421.4641/1Mbp
MORC4	1421.4641/1Mbp
SCG3	1421.4641/1Mbp
DNAI1	1420.4545/1Mbp
DDX42	1419.9503/1Mbp
MYBPC1	1419.6479/1Mbp
POLR2B	1418.4397/1Mbp
C10orf82	1418.4397/1Mbp
RAB20	1418.4397/1Mbp
TK1	1418.4397/1Mbp
C6orf118	1418.4397/1Mbp
RSPO4	1418.4397/1Mbp
TRAIP	1418.4397/1Mbp
PSMA2	1418.4397/1Mbp
MORC3	1418.4397/1Mbp
TNFSF8	1418.4397/1Mbp
SAMM50	1418.4397/1Mbp
FNDC4	1418.4397/1Mbp
CFP	1418.4397/1Mbp
MTMR8	1418.4397/1Mbp
TEX11	1416.9323/1Mbp
EEA1	1416.4306/1Mbp
ZNF609	1416.4306/1Mbp
SYN1	1416.4306/1Mbp
L3MBTL2	1416.4306/1Mbp
NR0B1	1415.4282/1Mbp
CALCOCO2	1415.4282/1Mbp
TRAF4	1415.4282/1Mbp
ATP6AP1	1415.4282/1Mbp
BCL6	1414.4272/1Mbp
FZD6	1414.4272/1Mbp
STRA6	1414.4272/1Mbp
INTU	1413.9272/1Mbp
CLCA2	1412.4294/1Mbp
WARS	1412.4294/1Mbp
RAB18	1412.4294/1Mbp
TIRAP	1412.4294/1Mbp
MPZL3	1412.4294/1Mbp
HTR2A	1412.4294/1Mbp
IRX2	1412.4294/1Mbp
FAM3B	1412.4294/1Mbp
GPX3	1412.4294/1Mbp
HS6ST3	1412.4294/1Mbp
FLT3LG	1412.4294/1Mbp
ITGAE	1412.4294/1Mbp
HOXC6	1412.4294/1Mbp
TMED9	1412.4294/1Mbp
FBXO3	1412.4294/1Mbp
KCNMB2	1412.4294/1Mbp
PIP5K1C	1412.4294/1Mbp
MOSPD3	1412.4294/1Mbp
TRIM60	1412.4294/1Mbp
NUP210L	1411.6817/1Mbp
UNC45A	1410.9347/1Mbp
POLR3E	1410.4372/1Mbp
PJA2	1410.4372/1Mbp
OAZ3	1410.4372/1Mbp
PROS1	1410.4372/1Mbp
NEK5	1410.4372/1Mbp
MRE11A	1410.4372/1Mbp
FBXO43	1410.4372/1Mbp
ITGA2	1410.0395/1Mbp
RBM41	1409.4433/1Mbp
ATXN7	1409.4433/1Mbp
CORO6	1409.4433/1Mbp
FAM155B	1409.4433/1Mbp
SPTBN1	1409.4433/1Mbp
WDR88	1409.4433/1Mbp
BRE	1409.4433/1Mbp
TRIOBP	1408.8476/1Mbp
ABL2	1408.8476/1Mbp
MTMR11	1408.4507/1Mbp
ABCF3	1408.4507/1Mbp
TMCC2	1408.4507/1Mbp
KRI1	1408.4507/1Mbp
CAPRIN1	1408.4507/1Mbp
USP19	1408.4507/1Mbp
ITPKB	1407.9549/1Mbp
SNX14	1407.9549/1Mbp
DOCK7	1407.1295/1Mbp
VSTM1	1406.4698/1Mbp
SPEF1	1406.4698/1Mbp
NR1I2	1406.4698/1Mbp
SYCP3	1406.4698/1Mbp
PEMT	1406.4698/1Mbp
RBM24	1406.4698/1Mbp
ASCL1	1406.4698/1Mbp
FAM177A1	1406.4698/1Mbp
RIT1	1406.4698/1Mbp
PLEKHB2	1406.4698/1Mbp
LHFPL3	1406.4698/1Mbp
REP15	1406.4698/1Mbp
KRT16	1406.4698/1Mbp
BIRC8	1406.4698/1Mbp
CAMK4	1406.4698/1Mbp
BBS12	1406.4698/1Mbp
EID2	1406.4698/1Mbp
SLCO3A1	1406.4698/1Mbp
TREX2	1406.4698/1Mbp
DDHD2	1404.4944/1Mbp
PALB2	1404.1/1Mbp
IFIT1B	1403.5088/1Mbp
RNF14	1403.5088/1Mbp
PRAMEF8	1403.5088/1Mbp
NCOA3	1403.5088/1Mbp
HNF4A	1403.5088/1Mbp
MMRN2	1403.5088/1Mbp
PKD1L1	1403.5088/1Mbp
HRNR	1403.0165/1Mbp
LRCH3	1402.5245/1Mbp
TAB3	1402.5245/1Mbp
PHACTR4	1402.5245/1Mbp
ZFYVE9	1402.5245/1Mbp
PPP4R1	1402.0329/1Mbp
RAB33A	1400.5602/1Mbp
FEZF1	1400.5602/1Mbp
KCTD6	1400.5602/1Mbp
BRDT	1400.5602/1Mbp
DHCR7	1400.5602/1Mbp
CCDC15	1400.5602/1Mbp
CLEC4A	1400.5602/1Mbp
CLNS1A	1400.5602/1Mbp
CBR4	1400.5602/1Mbp
KHDC1	1400.5602/1Mbp
MIPEP	1400.5602/1Mbp
MCRS1	1400.5602/1Mbp
RAB23	1400.5602/1Mbp
DCAF6	1400.5602/1Mbp
ERMAP	1400.5602/1Mbp
RBAK	1398.6014/1Mbp
HUNK	1398.6014/1Mbp
PSMD1	1397.624/1Mbp
UPF3A	1397.624/1Mbp
ALPK3	1397.624/1Mbp
NOD1	1397.624/1Mbp
PTPRF	1397.624/1Mbp
FDFT1	1397.624/1Mbp
TINAG	1397.624/1Mbp
MMP10	1397.624/1Mbp
YLPM1	1397.2986/1Mbp
BBS7	1396.648/1Mbp
DPY19L3	1394.7001/1Mbp
PDPN	1394.7001/1Mbp
FAM161A	1394.7001/1Mbp
AIG1	1394.7001/1Mbp
THRAP3	1394.7001/1Mbp
SRSF7	1394.7001/1Mbp
COQ10B	1394.7001/1Mbp
MMD	1394.7001/1Mbp
ADRB1	1394.7001/1Mbp
EDN3	1394.7001/1Mbp
HAUS6	1394.7001/1Mbp
KRTAP5-3	1394.7001/1Mbp
C1QL4	1394.7001/1Mbp
IKBKE	1394.7001/1Mbp
ENPP5	1394.7001/1Mbp
EFNA3	1394.7001/1Mbp
MATN2	1393.2428/1Mbp
KIF21A	1393.0348/1Mbp
C10orf71	1392.7577/1Mbp
PNN	1392.7577/1Mbp
CMYA5	1392.3014/1Mbp
GDF10	1391.7884/1Mbp
POC1B	1391.7884/1Mbp
DDX19A	1391.7884/1Mbp
SHPK	1391.7884/1Mbp
RGMB	1391.7884/1Mbp
SYT7	1391.7884/1Mbp
DIS3	1390.3372/1Mbp
TMEM161A	1388.8889/1Mbp
TMCO1	1388.8889/1Mbp
GABRR1	1388.8889/1Mbp
SIGLEC9	1388.8889/1Mbp
DERL2	1388.8889/1Mbp
C9orf152	1388.8889/1Mbp
KHNYN	1388.8889/1Mbp
FGF3	1388.8889/1Mbp
DIABLO	1388.8889/1Mbp
SEC14L1	1388.8889/1Mbp
BCL2	1388.8889/1Mbp
LRRC57	1388.8889/1Mbp
FUT10	1388.8889/1Mbp
TTC9B	1388.8889/1Mbp
LONP1	1388.8889/1Mbp
CLTC	1388.8889/1Mbp
TFCP2L1	1388.8889/1Mbp
PI4K2A	1388.8889/1Mbp
EFHD1	1388.8889/1Mbp
ELMO2	1386.9626/1Mbp
NCOA1	1386.9626/1Mbp
PTPRE	1386.9626/1Mbp
RSF1	1386.9626/1Mbp
ZNF408	1386.9626/1Mbp
CNKSR1	1386.9626/1Mbp
AKT1	1386.0014/1Mbp
IRX1	1386.0014/1Mbp
TGOLN2	1386.0014/1Mbp
UQCRC1	1386.0014/1Mbp
CFLAR	1386.0014/1Mbp
ZNF500	1386.0014/1Mbp
GABBR1	1386.0014/1Mbp
PPFIA1	1385.4253/1Mbp
ZNF185	1385.0416/1Mbp
BBS2	1385.0416/1Mbp
ARHGAP31	1384.083/1Mbp
PLEKHG1	1384.083/1Mbp
CLK4	1383.1259/1Mbp
EFHD2	1383.1259/1Mbp
UNC119	1383.1259/1Mbp
KIF5B	1383.1259/1Mbp
ATXN7L2	1383.1259/1Mbp
MORN3	1383.1259/1Mbp
FNDC3B	1383.1259/1Mbp
NCKIPSD	1383.1259/1Mbp
CD7	1383.1259/1Mbp
SHISA5	1383.1259/1Mbp
TBC1D2B	1383.1259/1Mbp
METTL12	1383.1259/1Mbp
TMEM219	1383.1259/1Mbp
TRIM10	1383.1259/1Mbp
MS4A15	1383.1259/1Mbp
CHMP1A	1383.1259/1Mbp
HYAL4	1383.1259/1Mbp
KRTCAP3	1383.1259/1Mbp
PUS3	1383.1259/1Mbp
RASIP1	1383.1259/1Mbp
U2AF1	1383.1259/1Mbp
TMEM65	1383.1259/1Mbp
ZNF142	1382.3065/1Mbp
ATP2B4	1381.979/1Mbp
PDS5B	1381.2155/1Mbp
CHRNA1	1380.2622/1Mbp
NFATC4	1380.2622/1Mbp
CHD9	1380.2622/1Mbp
BTNL2	1380.2622/1Mbp
HDAC1	1380.2622/1Mbp
C3AR1	1380.2622/1Mbp
IFIT5	1380.2622/1Mbp
ZNF223	1380.2622/1Mbp
KDM5A	1379.8541/1Mbp
PPFIA4	1379.6909/1Mbp
GANAB	1378.8349/1Mbp
MKL1	1378.8349/1Mbp
TIMELESS	1378.5498/1Mbp
DZIP3	1378.5498/1Mbp
GSTO1	1377.4105/1Mbp
NRIP3	1377.4105/1Mbp
GSK3A	1377.4105/1Mbp
CCDC47	1377.4105/1Mbp
ADAMTS1	1377.4105/1Mbp
WIPF3	1377.4105/1Mbp
MYH7	1377.4105/1Mbp
NGF	1377.4105/1Mbp
